metin,kategori
kraliçe öldü yaşasın kral kanadalı popçu justin bieber 19 meslektaşı lady gaga yı tahtından etti ve twitter da zirveye yerleşti takipçi sayısı 33 milyon 325 bine ulaşan bieber ezeli rakibini 3 bin takipçiyle geride bıraktı i kilinin ardından listede katy perry rihanna ve abd başkanı obama geliyor,genel
aslı nın acısını unutamadılar milli kayakçı aslı nemutlu nun antrenman yaptığı sırada kaza sonucu vefatının üzerinden bir yıl geçerken nemutlu ailesi 17 yaşında hayata gözlerini yuman kızlarının acısını unutamadı geçen yıl 12 ocak ta erzurum konaklı kayak merkezi nde yapılması planlanan alp disiplini birinci etap yarışması öncesi süper g pisti nde antrenmanda geçirdiği kazada yaşamını yitiren milli sporcunun ailesi aynı acıyı başka ailelerin de yaşamaması için mücadele veriyor baba metin nemutlu yaşadıkları süreci ve beklentilerini anlattı duygusal olarak çok kötü günler yaşadıklarını hala derin bir üzüntü içinde olduklarını belirten baba nemutlu aslı nın vefatının ardından geçen bir yıllık süreçle ilgili şunları söyledi her insan için evladı çok farklıdır aslı da bizim için çok farklı bir çocuktu ailesi çevresi okulu arkadaşları için örnek bir öğrenciydi zor günler geçirdik soruşturma uzun bir dönem sürdü sonra mahkeme başladı ne kadar zaman alacağını bilmiyoruz fakat artık beklemekten başka seçenek yok i nşallah adalet yerini bulur aslımızın boşu boşuna çok anlamsız ölümünün karşılığında inşallah bir yerlerden ses gelir bu vesileyle belki üzerinde durduğumuz emniyet tedbirleri ve buna bağlı adı konmamış kurallar ve yönetmelikler yerini bulur bir başka kayakçı veya buna bağlı başka bir sporcunun başına benzer bir olay gelmez kayakçı ailelerin çocuklarımızın kulüplerimizin sözcüsüyüz metin nemutlu aslı nın yaşadığı talihsiz olayın ardından giriştikleri mücadelede kendilerini ailelerin sporcuların ve kulüplerin özellikle güvenlik tedbirleri anlamında yaşadıkları sıkıntıların sözcüsü olarak gördüklerini ifade etti geçen yılki acı olayın ardından bu sezon güvenlik tedbirleri konusunda alınan önlemleri yeterli bulup bulmadığı sorulan baba nemutlu yarışlarda zayıf ağlar kullanıldığını savunarak şöyle konuştu kayak sezonu açıldı sporcular geçen yıl yaşanan kızımızın olayından dolayı tedirgin veliler tedirgin kayak sporunda kaza olacaktır ama aileler en azından bunları asgari atlatma derdinde ambulans bazı yerlerde oluyor bazı yerlerde olmuyor puanlı etap yarışları ve sonunda da türkiye şampiyonası yapılacak bu yarışlara katılım fazla oluyor i l seçmelerinde yapılan hataların yapılmaması çok önemli tedbirlerin daha doğru alınıp alınmadığını takip edeceğiz bu konuda biz de aslı adına üzerimize düşen vazifeyi yerine getirmek için kayakçı ailelerin çocuklarımızın kulüplerimizin sözcüsüyüz i nşallah herkes kazasız belasız iyi bir sezon geçirir davanın sonucu inşallah sporcular adına bir fırsat olur gençlik ve spor bakanı suat kılıç ile spor genel müdürlüğü ne olayla yakından ilgilendikleri için teşekkür eden metin nemutlu aynı şeyi kayak federasyonu için söyleyemeyeceğini belirtti aynı camianın insanları olmalarına rağmen süreç yargı aşamasına geldikçe federasyonla taraf olduklarını ifade eden nemutlu şöyle devam etti federasyonla ilişkilerimiz dondu biraz daha kalıcı şeyler olması için onlardan bazı girişimler bekledik hem spor adına hem spordaki emniyet tedbirlerinin alınması kural ve yönetmeliklerin yeni baştan yazılması adına bazı toplantıların çalıştayların düzenlenmesi hususunda sözler ve kararlar alınmıştı ama geçen zaman içinde bunların hepsi ortadan kalktı onlarla tamamen koptuk arayıp ne yapıyorsunuz ne ediyorsunuz diye de sormadılar bakanımıza teşekkür ediyorum kendisi bu konuda çok yakından ilgilendi i nşallah davanın sonucu ve diğer süreçler hem kayak sporu hem de sporcular için türkiye de adı konmamış bir takım kuralsızlıkların kural haline gelmesi adına fırsat olur biz de bu vesileyle aslı nın bir takım şeylere örnek olmasının gururuyla yaşarız bu olay örnek olsun yargı süreciyle ilgili beklentilerini anlatan nemutlu devlet ve devletin içindeki organlara karşı bireysel anlamda dava kazanmanın zor olduğunu vurgulayarak bu anlamda doğru ve yanlışın ayırt edilmesi için mücadele ettiklerini belirtti yanlışları tespit ettiklerin ve davalarında haklı olduklarını anlatan nemutlu sözlerini şöyle tamamladı bazı şeylerin incelenmesi için sebep teşkil edeceğiz keşke her şey istediğimiz gibi olsa da bir takım şeylerin öncüsü olsak şu cezayı alsınlar şöyle olsun diye içimden de bir şey geçmiyor ama kızımız boşu boşuna saçma sapan bir kaza sebebiyle bugün aramızda değil bunun karşılığında da ceza olarak hiçbir şey yok tamamen örnek olsun bir şeyler yeni baştan yazılsın yeni kurallar konulsun yapılan hataların farkına varılsın düzeltilmeye çalışılsın biz hata yapmadık her şeyimiz doğru felsefesi değil de evet biz bunu yanlış yaptık düzelteceğiz evet ben bu yerde yanlış şeyleri temsil ettiğim için duruyorum görevimi bırakırım gibi insanlardan bu zamana kadar böyle şeyler bekledik ama olmadı herkes kendi yaptığı işin doğru olduğunu savunduğu için mücadelemiz de doğruyla yanlışı ayırt etme yönünde oldu biz biliyoruz ki haklıyız yanlışlıkları bulduk bunları da zaman içinde ortaya çıkaracağız i nşallah türkiye de belki de bir ilki yapacağız türk sporuna ve kayağına da bu şekilde yardımımız olacak,spor
çhd başkanı gözaltında türk hava yolları na thy ait bir uçakla saat 11 30 da beyrut tan i stanbul a gelen selçuk kozağaçlı kargo terminaline park ettirilen uçaktan indiği sırada terörle mücadele şube müdürlüğü ekipleri tarafından gözaltına alınarak i stanbul emniyet müdürlüğü ne götürüldü dha,turkiye
sarımsaklı köprüsü çökmek üzere çanakkale i zmir karayolunun ezine ilçesi yakınlarındaki sarımsakçı köprüsü nün yolla olan bağlantı kısmı çökme tehlikesi geçirince yol trafiğe kapatıldı i lçede dünden beri etkili olan yağış küçükmenderes çayı nın debisini artırdı yüksek kesimlerden gelen sel suları çanakkale i zmir karayolunda köprübaşı köyü yakınında çay üzerinde kurulu sarımsakçı köprüsü nün yolla olan bağlantı kısımında yer yer çökmeler oluşturdu bunun üzerine köprü ekiplerce trafiğe kapatıldı çanakkale den i zmir yönüne gitmek isteyen sürücüler taştepe köyü yakınlarında kavşakta i zmir den çanakkale istikametine gitmek isteyenler ise ezine ilçesindeki kontrol noktasında durduruluyor sürücüler ezine nin geyikli beldesi üzerinden oluşturulan alternatif yola yönlendiriliyor,turkiye
kar tatiline groupama sigorta güvencesi groupama sigorta yurtiçi ve yurtdışında kayak keyfini korkusuzca yaşamak isteyenler için vip seyahat sağlık sigortası nı sunuyor meydana gelen kırık veya ani bir rahatsızlık durumunda groupama vip seyahat sağlık sigortası tedavi masraflarını türkiye de 2 bin euroya kadar yurtdışındaysa 50 bin euroya kadar karşılıyor tıbbi nakil harcamalarını da teminat kapsamına alıyor doktorun meydana gelen kaza nedeniyle konaklama süresini uzatması durumunda konaklama giderleri 4 yıldızlı bir otelde vip seyahat sağlık sigortası kapsamında karşılanıyor ayrıca tedavi sonrası eve dönüş masrafları da teminat kapsamına alınıyor ailenin her bireyi için satın alınabilecek bir ürün olan groupama vip seyahat sigortası kayak pistlerinde endişesizce spor yapmanın zevkini sunuyor,genel
meme kanserinde tek doz ışın tedavisi dönemi acıbadem maslak hastanesi meme sağlığı merkezi radyasyon onkolojisi uzmanı prof dr nuran beşe meme kanseri nedeniyle ameliyat olmak durumunda kalan ve meme koruyucu cerrahi uygulanan hastalara intra operatif radyoterapi iort yöntemi sayesinde tek doz ışın tedavisiyle yeni bir umut doğduğunu bildirdi prof dr beşe yaptığı yazılı açıklamada türkiye de ilk kez merkezlerinde hayata geçirilen iort yönteminin ameliyat sırasında ışın tedavisi sağlayan hareket edebilen ve ışın üreten bir radyoterapi cihazıyla uygulandığını belirtti beşe yöntemin tek doz olarak uygulanıp hastayı dışarıdan verilen radyoterapiden tümüyle kurtarabildiği gibi bazı durumlarda ek doz olarak uygulanıp toplam tedavi süresinin kısalmasını sağladığını ifade etti prof dr beşe yöntem sayesinde hastanın radyoterapi tedavisi görebilmek için günlerce hastaneye gelmek durumunda kalmadığını da kaydetti iort yöntemiyle yapılan tek doz uygulamanın geleneksel radyoterapide olduğu gibi linear hızlandırıcıyla yapıldığını aktaran beşe şu bilgileri verdi bu yöntem hareket edebilen sadece elektron enerjisi üreten geleneksel linear hızlandırıcılar gibi personel açısından çok fazla koruma gerektirmeyen bir cihazla ameliyathanede yapılıyor ameliyatı gerçekleştiren cerrahi ekip ile birlikte radyasyon onkolojisi uzmanı ve tıbbi fizik uzmanı da ameliyathanede hazır bulunuyor operasyonda memedeki tümör çıkarıldıktan sonra cihazdaki özel aplikatör tümörlü bölgeye yerleştiriliyor gerekli ölçümlerin ardından yüksek doz ışın sadece bu bölgeye veriliyor bu yöntemde sağlam dokular tamamen korunuyor ve lokal tedavilerin tümü operasyon sırasında tamamlanmış oluyor gösterilmiş ve beklenen önemli bir yan etki riski de yok iort uygulaması sırasında verilen ışın akciğer ya da kalp gibi diğer organlara kesinlikle zarar vermiyor ayrıca radyoterapi sırasında ciltte meydana gelen kızarıklık soyulma ya da renk değişimi gibi sorunlar da iort yönteminde yaşanmıyor prof dr beşe geleneksel radyoterapi yönteminde genellikle uzun süreli tedaviye ihtiyaç duyulduğuna işaret ederek bu yöntemde tüm meme ışınlamasının ardından tümör bölgesi ışınlanıyor tedavi hafta sonları hariç 25 ile 28 iş gününde tamamlandıktan sonra memenin tümü yerine tümörün alındığı bölgenin ışınlaması yapılıyor bu da hastaya bağlı olarak değişmekle birlikte 5 ile 8 iş günü kadar sürüyor ifadelerini kullandı meme koruyucu cerrahi tedavinin bazı hastalar için uygun olmayabildiğini bu durumda memeyle birlikte meme ucu ve çevresindeki koyu renkli halkanın da alınmak zorunda kaldığını anlatan nuran beşe şunları kaydetti meme kanseri nedeniyle ameliyat olmak durumunda kalan ve meme koruyucu cerrahi uygulanan hastalara yeni bir umut daha doğuyor iort yöntemiyle tek doz ışın tedavisi bu yöntem tedavi süresini kısaltmak gibi önemli avantajının yanı sıra aynı zamanda memenin tümünün alınması gerektiği durumlarda meme başının korunmasına da imkan tanıyor bu sayede meme estetiği rahat gerçekleşiyor ve çok daha mükemmel kozmetik sonuç elde edilebiliyor,saglik
eczacılardan internetten satılan ilaç uyarısı türk eczacıları birliği sahte ilaç ve benzeri ürünlerin özellikle internet üzerinden değerinden çok daha ucuz fiyata halka satışa sunulduğunu ve halk sağlığını ciddi anlamda tehdit ettiğini bildirdi türk eczacıları birliği merkez heyeti nce yapılan yazılı açıklamada özellikle son zamanlarda basın yayın organlarında sıkça yer alan sahte ilaçlarla ilgili haberlerin halkı ve sağlık çalışanlarını tedirgin ettiği ifade edildi bugün yine bir basın yayın organında internetten alınan zayıflama ve kilo alma ilaçlarının iade adresinin çok farklı adresler çıktığı yönündeki özel haberin büyük bir üzüntü ve endişe yarattığı dile getirilen açıklamada şunlar kaydedildi halkımızı bir nebze olsun rahatlatmak akıllardaki soru işaretini kaldırmak için şunu belirtmek de fayda var sağlık bakanlığı kontrolünde yürütülen ve türkiye genelindeki tüm eczanelerde başarıyla uygulanan i laç takip sistemi i ts sayesinde piyasada sahte ilaç bulunması mümkün değildir çünkü i ts sayesinde bir ilacın üretim aşamasından hastaya ulaşıncaya kadarki tüm aşaması sisteme kaydedilerek veri tabanında saklanır dolayısıyla eczaneden alınan ilacın sahte olması imkansızdır merdiven altı üretim olarak adlandırdığımız kim tarafından nasıl üretildiği belli olmayan ve internetten satılan ürünlerle ilgili olarak vatandaşlarımızı dikkatli olmaları konusunda bir kez daha uyarıyoruz sağlık bakanlığı ruhsat versin açıklamada vatandaşların internetten aldıktan sonra sahte olduğu veya beklediği sonucu alamadığı için iade etmek istediği ürünler için ya muhatap bulamadığı ya da ürünü iade ettiği adreslerin ürünle hiçbir ilgisi olmayan yerler çıktığı bildirildi açıklamada şu ifadelere yer verildi bu da bize bir kez daha gösteriyor ki gıda tarım ve hayvancılık bakanlığı ndan kolayca ruhsat alan ve piyasaya hiçbir kontrol mekanizmasından geçmeden sürülen bu tür ürünlerin internet ortamında takip edilmesi bir hayli zordur dolayısıyla bu durum bu tür ürünlerde çok rahat bir şekilde sahtecilik yapılması riskini de beraberinde getirmekte ve ürünün güvenilirliği ile ilgili hiçbir şekilde güven vermemektedir bu tür ürünlerin denetimini yaparak ruhsat verecek en doğru makamın sağlık bakanlığı olduğunu defalarca dile getirdik sağlık bakanlığı tarafından ruhsat verilen tüm ürünler sadece eczanelerde satılır güvenilirdir ve üretiminden tüketimine kadar takip edilir sağlık bakanlığı nın aldığı geri çekme kararlarının uygulamasına hemen başlanır ve birkaç saat içinde satışı durdurularak geri çekme işlemi hemen tamamlanır gıda tarım ve hayvancılık bakanlığı izniyle eczane dışında pek çok yerde satılan bu ürünler içinse gerekli önlemlerin alınmasına imkan yoktur i nsan sağlığını kendilerine rant malzemesi yapmakta hiçbir sakınca görmeyen kişilerce piyasada satışa sunulan sahte ilaç ve benzeri ürünler özellikle internet üzerinden değerinden çok daha ucuz fiyata halka satışa sunulmakta ve maalesef ki halk sağlığını ciddi anlamda tehdit etmektedir hayatımızı ve sağlığımızı riske atmamak için tüm vatandaşlarımızı bu tür ürünleri internetten almamaları ve en güvenilir yer olan eczaneden almaları konusunda uyarıyoruz,saglik
18 değil 11 kişi gözaltına alındı adana emniyet müdürlüğü güvenlik şube müdürlüğü yetkilileri odtü deki olayları protesto ettikleri için bu sabah gözaltına alınan kişi sayısının 18 değil 11 kişi olduğunu bildirdi 19 aralık günü adana büyükşehir belediyesi önünde toplanıp ak parti i l başkanlığı na yürümek isteyen grubun dağılın uyarısında bulunan polise saldırdığı ileri sürüldü çıkan olaylarda 2 polis memurunun yaralanmasına neden olduğu iddiasıyla 11 kişi hakkında soruşturma başlatıldığı kaydedildi 1 i kadın 11 kişinin gözaltına alındığı ve 2 sininin cumhuriyet savcısı nın talimatiyle serbest bırakıldığı işlemlerin ardından 9 unun ise adliyeye sevk edildiği belirtildi,turkiye
vatan şaşmaz evleneceğim zaman psikoloğa gittim sacit aslan ve pelin çini nin sunduğu magazin dünyasının değerlendirildiği aramızda kalsın programı tv8 de devam ediyor programa bugün vatan şaşmaz katıldı programda vatan şaşmaz evlenmeye karar verdiğimde psikoloğa gittim çok yorulmuştum ihtiyaç duymuştum biz ruh uyumunu test ettik bizim ilişkimizde kıskançlık yok dedi,magazin
galatasaray da büyük kriz galatasaray dan ayrılarak ülkesine dönen yıldız twitter dan veda mesajı yolladı galatasaray kadın basketbol takımı nda lindsay whalen 2 aydır parasını alamadığı gerekçesiyle dün kulüpten habersiz ülkeyi terk etti whalen bugün twitter dan galatasaray a veda etti yıldız oyuncunun açıklaması şöyle galatasaray daki takım arkadaşlarıma ve antrenörlerime her şey için teşekkür ediyorum maalesef kontratımın şartları yerine getirilmedi ve kendime muhatap bulamadığım için ayrıldım ayrıca edinilen bilgilere göre galatasaray medikal park ve galatasaray kadın basketbol takımı oyuncularına 1 hafta içinde alacakları olan 3 milyon dolar ödenmezse tüm oyuncular serbest kalacak,spor
bebeklerde diş gıcırdatma reflü habercisi ege üniversitesi eü tıp fakültesi çocuk sağlığı ve hastalıkları anabilim dalı çocuk gastroenterolojisi bilim dalı öğretim üyesi prof dr sema aydoğdu mide içeriğinin yemek borusuna geri kaçması olarak tanımlanan reflünün fizyolojik olarak her bebekte görülebildiğini anlattı bebekteki şikayetlerin yapısına göre reflünün hastalık olarak değerlendirildiğini ifade eden prof dr aydoğdu 3 yaşın altındaki bebeklerde öksürük iştahsızlık varsa çocuk kilo almıyor uykusunda huzursuzlanıp ağlayarak uyanıyorsa sık kulak enfeksiyonu zatürre ve bronşit geçiriyorsa reflüyü hastalık düzeyinde kabul edip tedaviye alıyoruz dedi bebeklerin yaş gruplarına göre şikayetlerini çeşitli göstermeye çalıştığını vurgulayan prof dr aydoğdu şöyle konuştu küçük bebekler huzursuzluklarını yüzlerini buruşturarak öksürüp gösterebilir ki bu reflünün tipik bir göstergesidir bebeklerin reflü belirtileri arasında en az bilineni diş gıcırdatmadır mide içeriğinin ağza gelmesi ile çocuk yalanma yutkunma hareketi yapar dişlerini gıcırdatır 3 yaşın altındaki bebeklerde diş gıcırdatma çocuğun dikkat çekmek istemesinden değil reflü nedeniyle mide içeriğinin ağza gelmesinden kaynaklanıyor bu hareketler bebeğin ağzına bir şeyler geldiğinin habercisidir bebekleri diş gıcırdatan ya da beslenme dışı yutkunma hareketi yapan ebeveynler reflü şüphesiyle hekime başvurmalı diş gıcırdatma dişlerin mine tabakasının aşınması ve arkasından diş çürüklerinin gelmesi anlamında olduğu için kesinlikle önemsenmeli psi koloji k neden aranmaz prof dr aydoğdu diş gıcırdatma büyük yaştaki çocuklarda stres kaynaklı olabilir günün stresi aile içi sıkıntılar okul stresi olarak düşünülür ancak 1 3 yaş arası küçük çocuklarda bebeklerde bu tür stres kaynaklı problemler olmaz olsa da o kadar küçük çocuk sıkıntısını diş gıcırdatarak belli etmeyi bilmez dedi çok sik ve fazla mi ktarda beslenmemeli prof dr aydoğdu bebeklerde reflünün önlenebilmesi için bebeğin günde ortalama 4 öğün beslenmesi son öğünün ardından 1 5 saat beklendikten sonra uykuya geçirilmesi gerektiğini söyledi beslenmede yapılacak küçük değişikliklerin bebekte reflünün önüne geçilmesini sağlayacağına dikkati çeken prof dr aydoğdu sözlerini şöyle sürdürdü çocuk sık aralıklarla ve fazla miktarda beslenmemeli ara öğünde birkaç meyveyi karıştırmak reflüye zemin hazırlar tek meyve verilmesi yeterli olacaktır bebek taze meyve suyu değil meyvenin kendisini tüketmeli yağlı şekerli ve asitli gıdalar reflüyü tetikler bebekler için asitli gıdanın başında taze meyve suları geliyor çikolata reflünün bir numaralı dostu ancak bebekler küçük yaşta alıştırılıyor yağlı yemekler tüketmeye alışmış aileler farkında olmadan bebeğin yiyeceği yemeğe çok yağ koyabiliyor kahvaltıda tereyağı ceviz ve zeytin birlikte verilmemeli yağ içeriği reflüye sebep olabilir anne babalar bebeğim her gıdadan alsın diye düşünürken çocuklarının midesini yorduklarını unutmamalı aa,saglik
erzurum da kar tatili doğu anadolu da etkili olan kar yağışı nedeniyle 534 köy yolu ulaşıma kapandı erzurum da ilk ve orta dereceli okullarda eğitime 1 gün ara verildi dha meteoroloji erzurum bölge müdürlüğü nden alınan bilgiye göre orta akdeniz üzerinden gelen alçak basınç sisteminin etkisinde olan doğu anadolu bölgesi nde kar yağışı aralıklarla devam ediyor gece en düşük hava sıcaklıkları erzurum ve ardahan da sıfırın altında 6 kars sıfırın altında 5 ağrı ve erzincan sıfır iğdır da 1 derece olarak ölçüldü günün en yüksek hava sıcaklıklarının iğdır da 8 erzincan da 4 ağrı da 1 kars ve ardahan da sıfır erzurum da sıfırın altında 2 derece olması tahmin ediliyor meteoroloji yetkilileri vatandaşları çığ don ve buzlanmaya karşı dikkatli olmaları konusunda uyardı kar kalınlıkları ise erzurum da 62 ağrı da 49 ardahan da 30 kars ta 22 santimetre olarak ölçüldü özellikle yüksek kesimlerde aralıklarla etkili olan kar yağışı ve tipi nedeniyle erzurum da 353 kars ta 50 ağrı da 93 ve ardahan da 38 olmak üzere toplam 534 köy yolu ulaşıma kapandı erzurum da son 24 saat içerisinde yolu ulaşıma kapalı olan köylerden 7 hasta i l özel i daresi ve 112 acil servis ekiplerince hastanelere ulaştırıldı i l özel i daresi ekipleri kapalı köy yollarının yeniden ulaşıma açılması için çalışmalarını aralıksız sürdürüyor erzurum valiliği nden yapılan açıklamada ise kar yağışı ve tipinin etkisini sürdürmesi nedeniyle ilk ve orta dereceli okullarda eğitime 1 gün ara verildiği kaydedildi,turkiye
ümraniye de tir kazası 1 ölü ümrani ye tem otoyolu nda güvenlik şeridinde park halindeki cipe bir tir arkadan çarptı tir şoförünün direksiyon başında uyuduğu iddia edilirken cip içerisinde bulunan 1 kişi öldü 4 kişi de yaralandı kaza saat 02 00 sıralarında tem otoyolu ankara istikameti ümraniye mevkinde meydana geldi 34 yaşındaki taner çelik idaresindeki 41 ty 826 plakalı tir iddiaya göre şoförünün seyir halindeyken direksiyon başında uyuması sonucu kontrolden çıktı tir bu sırada emniyet şeridinde park halinde bulunan 39 tl 052 plakalı cipe arkadan çarptı cipin emniyet şeridinde neden durduruğu henüz bilinmezken çarpmanın etkisiyle hurdaya dönen araç içerisinde bulunan 2 çocuk annesi beyhan tiryaki 44 olay yerinde hayatını kaybetti sürücü alem tiryakioğlu sefa tiryaki ile asiye işın ve hakan işın yaralandı yaralılar olay yerine çağrılan ambulanslarla hastaneye kaldırılarak tedavi altına alındı tiryaki nin cesedi cenaze aracı ile ümraniye eğitim ve araştırma hastanesi morguna kaldırıldı sürücü taner çelik ise polis tarafından gözaltına alınarak çakmak polis merkezi amirliği ne götürüldü çelik in polise verdiği ilk ifadesinde direksiyon başında uyuduğunu itiraf ettiği belirtildi kazayla ilgili başlatılan soruşturma devam ediyor tem de tir dehşeti,guncel
tipi mahsur bıraktı iğdır da tipi nedeniyle yolda mahsur kalan 2 yolcu minibüsündeki 30 kişi i l özel i daresi ekiplerinin 5 saatlik çalışması sonucu kurtarıldı iğdır merkeze 35 40 kilometre uzaklıktaki kuça ve mezra köyü yolları yoğun tipi nedeniyle ulaşıma kapandı sabah kent merkezine gelen köylüler akşam saatlerinde köylerine gitmek için yola çıktı ancak yüksek kesimlerde etkili olan tipi köy yolunun kapanmasına neden oldu tipi nedeniyle ulaşıma kapanan yolda mahsur kalan köylülerin i l özel i daresi nden yardım istemesi üzerine yola çıkan ekipler 5 saatlik çalışma sonucu yolu ulaşıma açarak mahsur kalan 30 kişiyi kurtardı yolda mahsur kalan vatandaşlardan mezra köy muhtarı abdullah ağırkaya köy yollarınıntipi nedeniyle ulaşıma kapandığını belirterek 2 minibüste bulunan 30 yolcunun mahsur kaldığını söyledi sabah şehir merkezine giderken köy yollarının açık olduğunu ancak tipi nedeniyle yolun ulaşıma kapandığını belirten ağırkaya şunları kaydetti köyümüze 13 kilometre yol var ekipler sesimizi duydular ve yolumuzu açmaya geldiler uzun uğraşlar sonucu yolumuz ulaşıma açıldı araçlarda yaşlı insanlar ve çocuklar vardı özel i dare kış mevsimi boyunca bize sürekli hizmet ediyor bugün de onların yardımıyla kurtulduk yolumuzun açılmasında emeği geçen herkese teşekkür ederiz i l özel i daresi genel sekreteri ferhat akkuş ise gelen bütün ihbarları değerlendirdiklerini belirterek vatandaşlara yardımcı olmaya çalıştıklarını bildirdi,turkiye
bursa sarıyer i rahat geçti acıbadem bayanlar voleybol ligi nde bursa büyükşehir belediyesi deplasmanda sarıyer belediyesi ni 3 0 yendi sarıyer belediyesi 0 bursa büyükşehir belediyesi 3 bahçeköy orman fakültesi spor salonu nda yapılan karşılaşmada bursa büyükşehir belediyesi rakibini 25 23 30 28 ve 25 16 lık setlerle mağlup etti voleybolda acıbadem bayanlar ligi nde 6 erkekler ligi nde ise 1 maç yapıldı alınan sonuçlar şöyle bayanlar galatasaray daikin i ba kimya ted kolejliler 3 0 ereğli belediyesi vakıfbank 0 3 nilüfer belediyesi eczacıbaşı vitra 1 3 fenerbahçe i lbank 3 0 bakırköy belediyesi yeşilyurt beşiktaş bahçeşehir üniversitesiv 0 3 sarıyer belediyesi bursa büyükşehir belediyesi 0 3 erkekler maliye milli piyango ziraat bankası 3 1,spor
suni kemik müjdesi kemik iliğindeki kök hücreler ve yeni üretilmiş bir plastik maddenin birleştirilmesiyle oluşturulan suni kemik sayesinde parçalanan kol ve bacakların iyileştirilmesi yakında mümkün hale gelecek i skoçya daki edinburgh ve i ngiltere deki southampton üniversitelerinin 7 yıl süren ortak çalışmaları sonucu ortaya çıkan buluş advanced functional materials adlı bilimsel dergide bilim dünyasına tanıtıldı yeni kemi k oluşumu eriyerek yok olma özelliğine sahip sert ama hafif bir çeşit plastikten yararlanılarak üretilen implant kemik içine yerleşiyor ve asıl kemiğin yeniden büyümesine destek oluyor i mplantın çatısını oluşturan kan akışına izin verecek şekilde bal peteği biçiminde üretilmiş plastik madde hastanın kemik iliğindeki kök hücrelerin implanta tutunarak yeni kemik oluşturmasını sağlıyor daha sonra zaman içinde yavaş yavaş eriyerek yok olan plastik çatı yerini yeni oluşan kemiğe bırakıyor araştırmacılar implantta kullanılan 3 tip plastiğin karıştırılmasıyla elde edilen maddeyi yüzlerce plastik kombinasyonunu karıştırma ve test etme imkanı veren öncü bir teknik yardımıyla geliştirdi hafif dayanıklı ve kemik kök hücrelerini destekleme özelliğine sahip maddenin hayvanlar üzerindeki denemesinin başarılı olduğunu belirten araştırmacılar artık tüm dikkatlerini insanlar üzerinde yapılacak klinik değerlendirmeye verdiklerini kaydetti yaşam kali tesi artacak buluş hakkında açıklamada bulunan souhthampton üniveristesi nden prof richard oreffo kimya ile tıp bilimleri arasındaki bu işbirliği insan kemik kök hücresinin büyümesini ve kemik biçimini almasını destekleyen benzersiz madde seçeneklerinin belirlenmesine imkan verdi i şbirliği stratejimiz önemli tedavi edici sonuçlar vadediyor dedi ediburgh üniversitesi kimya okulu ndan profesör mark bradley de bu malzemenin yakın bir zamanda ciddi kemik yaralanmaları olan hastaların yaşam kalitesini artıracağına ve yaşlanan nüfusun sağlığının korunmasına katkı sağlayacağına eminiz diye konuştu araştırma i ngiliz hükümetine bağlı bir kuruluş olan biotechnology ve biological sciences research council in maddi desteğiyle yapıldı aa,saglik
